car_name,car_year,car_price,car_color,car_fuel,car_origin,car_license,car_gear,car_glass,car_motor_power,car_speedometer,car_number_of_passengers,car_driver_system_type,car_payment_method,car_previous_owners,car_sunroof,car_magnesium_rims
سكودا اوكتافيا,2009,60000,أزرق سماوي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,,4+1,,إمكانية التقسيط,يد ثانية,,
فولكسفاجن باسات,2014,145000,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,140000,4+1,,إمكانية التقسيط,1,,1
كيا مورننغ,2015,48000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,95000,4+1,,نقدا فقط,يد اولى,,1
سكودا اوكتافيا,2015,86000,أحمر,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,129000,4+1,,إمكانية التقسيط,0,,1
اوبل كورسا,2008,35000,أزرق,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,٠٠٠٠٠,4+1,,إمكانية التقسيط,٣,,1
نيسان الميرا,1999,25000,خمري,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1609,,,,نقدا فقط,ثانية,,
فورد فيستا,2013,42000,أزرق,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1250,١٢٠٠٠٠,4+1,,نقدا فقط,٢,,1
كيا سبورتاج,2013,95000,سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,60000,4+1,,نقدا فقط,4,,1
فولكسفاجن جولف,2003,48000,أسود ميتالك,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,,3+1,,نقدا فقط,يد ثالثة,1,
مرسيدس 207,1986,17000,أبيض عاجي,ديزل,خصوصي,فلسطينية,عادي,يدوي,2400,0000,7+1,,إمكانية التقسيط,١١,,
مرسيدس 1624,2008,145000,أبيض,ديزل,تجاري,فلسطينية,عادي,الكتروني,3500,450000,1+1,,نقدا فقط,اولى,1,1
هونداي H1,2008,55000,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,2500,,7+1,,نقدا فقط,1,,1
هونداي اكسنت,2012,50000,فيراني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,000,4+1,,نقدا فقط,يد اولى,,1
هونداي اكسنت,2006,37000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,,4+1,,نقدا فقط,,,
فيات باندا,2011,40000,أزرق سماوي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,٢٠٠٠٠٠,4+1,,إمكانية التقسيط,يدتانيه,,
هونداي توسان,2014,94000,أبيض عاجي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,100000,4+1,,إمكانية التقسيط,3,,1
فولفو  S40,2004,30000,أزرق,بنزين,عمومي,فلسطينية,اوتوماتيك,الكتروني,2000,,4+1,,نقدا فقط,,,1
مرسيدس 519,2011,135000,أبيض,ديزل,تجاري,فلسطينية,عادي,الكتروني,3000,,6+1,,نقدا فقط,,,
هونداي توسان,2013,86000,كرميدي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,76000,4+1,,إمكانية التقسيط,,1,1
كيا مورننغ,2017,49000,أزرق,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,48,4+1,,نقدا فقط,0,,1
كيا سبورتاج,2011,82000,بني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,102000,4+1,,نقدا فقط,يد اولى,,1
ستروين Ds5,2013,90000,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,40300,4+1,,نقدا فقط,يد اولى,1,1
كيا برايد,2008,38500,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,75000,4+1,,نقدا فقط,يد ثانيه,,1
اودي A4,2005,45000,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,١٩٧٠٠٠,4+1,,إمكانية التقسيط,يد ثانيه,,1
سيت ليون,2014,70000,أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,,4+1,,نقدا فقط,2,,1
اوبل كورسا,2016,61000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,٥٠,4+1,,نقدا فقط,١,,1
اوبل فيكترا,2000,25000,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,,,إمكانية التقسيط,,,1
سكودا اوكتافيا,2012,69000,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1800,85000,4+1,,إمكانية التقسيط,2,,1
اوبل فيكترا,2001,25000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1800,120000,4+1,,نقدا فقط,يدخامسه,,
سكودا فابيا,2015,60000,رصاصي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,٤٩٠٠٠,4+1,,نقدا فقط,١,,1
فولكسفاجن بورا,2002,35000,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,2000,,4+1,,إمكانية التقسيط,3,,
بيجو بارتنر,2015,63500,أحمر,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,160542,4+1,,إمكانية التقسيط,1,,
رينو 87,1987,5000,كحلي,بنزين,خصوصي,فلسطينية,عادي,يدوي,1400,....,4+1,,نقدا فقط,....,,
فولكسفاجن بولو,2007,40000,أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,98000,4+1,,نقدا فقط,4,,1
سيت ليون,2015,77000,أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,٧٢٠٠٠,4+1,,نقدا فقط,يد اولى,,1
كيا سول,2017,100000,كحلي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,35000,4+1,,نقدا فقط,يد اولى,,1
بيجو بارتنر,2010,52000,أبيض عاجي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,46000,4+1,,إمكانية التقسيط,1,,
سكودا اوكتافيا,2013,78000,فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,150000,4+1,,إمكانية التقسيط,2,,1
شاحنة اسكانيا,2006,37000,أصفر,ديزل,تجاري,فلسطينية,عادي,الكتروني,420,,,,إمكانية التقسيط,,1,
سوبارو نملة,1984,10000,أبيض عاجي,بنزين,تأجير,فلسطينية,عادي,يدوي,1600,,4+1,,نقدا فقط,11,,
فورد فيستا,2013,40000,أسود,بنزين,خصوصي,فلسطينية,عادي,يدوي,1250,40000,4+1,,نقدا فقط,,,1
كيا ريو,2007,42000,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,150000,4+1,,نقدا فقط,يد 6,,1
سكودا اوكتافيا,2015,110000,بترولي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,,,إمكانية التقسيط,يد أولى,1,1
كيا برايد,2007,41000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,135,4+1,,نقدا فقط,4,,1
هونداي توسان,2016,102000,سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,79000,4+1,,نقدا فقط,1,,1
اوبل اسكونا,1987,16000,رمادي,بنزين,خصوصي,فلسطينية,عادي,يدوي,1300,0000000,4+1,,نقدا فقط,,1,
هونداي الانترا,2005,26000,سكني,ديزل,عمومي,فلسطينية,عادي,الكتروني,2000,0000,4+1,,نقدا فقط,2,,1
فولكسفاجن باسات,2010,80000,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,200,4+1,,إمكانية التقسيط,يد اولى,,1
سكودا اوكتافيا,2011,69999,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,127000,4+1,,نقدا فقط,يد ثانيه,,1
اوبل اسكونا,1984,12000,بيج,بنزين,خصوصي,فلسطينية,اوتوماتيك,يدوي,1600,10000,4+1,,إمكانية التقسيط,7,,
بيجو 206,2008,33000,رمادي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,,4+1,,نقدا فقط,,,
سكودا اوكتافيا,2010,52500,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,500000,4+1,,نقدا فقط,1,,
فولكسفاجن باسات,2014,118000,أسود ميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,140000,4+1,,نقدا فقط,يد اولى,,1
كيا سيراتو,2018,95000,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,8000,4+1,,إمكانية التقسيط,اولى,1,1
كيا بيكانتو,2012,39500,بيج,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1250,115,4+1,,نقدا فقط,4,,
سوبارو B4,2008,45000,رمادي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1990,...,4+1,,نقدا فقط,ثالثة,1,1
اوبل استرا,2005,40000,أزرق سماوي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1800,,4+1,,نقدا فقط,,,1
بي ام دبليو 528,1997,45000,أخضر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2800,200000,4+1,,إمكانية التقسيط,7,1,1
ايسوزو تندر,1998,60000,أبيض عاجي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,3100,,4+1,,إمكانية التقسيط,2,,1
اوبل استرا,2013,64000,بني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,65788879999,4+1,,إمكانية التقسيط,2,,1
سكودا اوكتافيا,2010,70000,أزرق,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1900,30000,4+1,,إمكانية التقسيط,3,,1
جييب كومباس,2014,75000,عدة الوان,بنزين,تأجير,فلسطينية,اوتوماتيك,الكتروني,2000,١٠٥٠٠٠,4+1,,نقدا فقط,يد أولئ أصحاب سابقون صفر,,1
سكودا اوكتافيا,2013,78000,سكني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,150000,4+1,,إمكانية التقسيط,2,,1
هونداي فيرنا,2007,39000,كحلي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,,4+1,,نقدا فقط,,,
سكودا اوكتافيا,2014,95000,أسود,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,000000,4+1,,إمكانية التقسيط,1,1,1
دايو نوبيرا,1999,22000,كحلي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,4+1,,إمكانية التقسيط,من الشركه مباشر لا يوجد اصحاب سابقون,1,1
فولكسفاجن باسات,2005,28000,أبيض,ديزل,عمومي,فلسطينية,اوتوماتيك,الكتروني,1900,,4+1,,نقدا فقط,,,
فورد فوكس,2013,49500,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,4+1,,نقدا فقط,,,
تويوتا لاند كروزر,2016,340000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2800,98000,6+1,,نقدا فقط,,,1
فورد فيستا,2012,40000,أسود,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1250,,,,نقدا فقط,,,1
كيا سبورتاج,2015,48000,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,00000,4+1,,نقدا فقط,0,,
فورد ترانزيت,2000,38000,أبيض,ديزل,عمومي,فلسطينية,عادي,يدوي,2500,٠٠٠٠٠,6+1,,إمكانية التقسيط,يد ثالثه,,
سوبارو نملة,1983,5500,أبيض,بنزين,خصوصي,فلسطينية,عادي,يدوي,1600,,4+1,,نقدا فقط,8,,1
هونداي اكسنت,2014,65000,أسود ميتالك,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,23000,4+1,,إمكانية التقسيط,2,,1
فولكسفاجن جولف,2014,88000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,70000,4+1,,نقدا فقط,يد أولى,,1
سكودا كودياك,2018,230000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,25000,5+1,,إمكانية التقسيط,ثانيه,1,
دايو نوبيرا,1999,28000,أزرق,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,70000,4+1,,نقدا فقط,يد اولى,,1
فولكسفاجن جولف,2015,98000,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,٧٥٠٠٠,4+1,,نقدا فقط,0,,1
فولكسفاجن كرافيل,2000,55000,كحلي,ديزل,عمومي,فلسطينية,عادي,الكتروني,2400,123456,7+1,,نقدا فقط,1,,1
فولكسفاجن ترانسبورتر,1986,16000,بني,ديزل,تجاري,فلسطينية,عادي,يدوي,1900,100000,7+1,,نقدا فقط,9,,
هونداي H1,2012,90000,فضي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2500,88000 كيلو متر,7+1,,نقدا فقط,يد اولى,,1
مازدا 3,2009,65000,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,0,4+1,,إمكانية التقسيط,3,,
فورد فوكس,2012,57000,رمادي,بنزين,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,1600,52000,4+1,,نقدا فقط,,,
سكودا اوكتافيا,2015,90900,رمادي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,١٢٠٦٧٨,4+1,,إمكانية التقسيط,٠,,1
فولفو 440,2007,260000,أبيض,ديزل,تجاري,فلسطينية,عادي,الكتروني,4000,,,,إمكانية التقسيط,,,
اوبل كورسا,2015,47500,رمادي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,84000,4+1,,نقدا فقط,يد ثانية,,1
مرسيدس 280,1985,99999,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,280,١٢٤٤٥٦,4+1,,إمكانية التقسيط,يد تانيه,,1
هونداي سوناتا,1999,16000,أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,2000,,4+1,,إمكانية التقسيط,,,1
سكودا اوكتافيا,2016,129900,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,0,4+1,,نقدا فقط,0,1,1
جي ام سي  سفانا,2002,30000,أبيض,ديزل,حكومي,فلسطينية,اوتوماتيك,الكتروني,6500,200000,7+1,,إمكانية التقسيط,يد أولى,,1
سكودا اوكتافيا,2008,50000,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,200000,4+1,,نقدا فقط,00,,
بي ام دبليو Xdrive  X3..28i,2013,155000,أزرق سماوي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,116000,4+1,,إمكانية التقسيط,1,1,1
هونداي توسان,2015,119000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,,,نقدا فقط,,1,1
هونداي الانترا,1999,19000,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,,,,إمكانية التقسيط,٤,,
هونداي H1,1999,25000,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,2500,,7+1,,إمكانية التقسيط,,,1
باص سلندر 5 LT,2006,48000,أبيض,ديزل,تجاري,فلسطينية,عادي,يدوي,2500,,6+1,,نقدا فقط,,,
هونداي سوناتا,1995,16000,سكني,بنزين,حكومي,فلسطينية,عادي,الكتروني,2000,,3+1,,نقدا فقط,,,1
سكودا اوكتافيا,2015,79500,أزرق,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,132000,4+1,,إمكانية التقسيط,3,,1
مرسيدس 519,2011,140000,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,3000,,,,إمكانية التقسيط,,,
اودي A4,2008,75000,كحلي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,4+1,,نقدا فقط,يد تانية,1,1
كيا سورينتو,2011,85000,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2400,200000,6+1,,نقدا فقط,,1,1
هونداي اكسنت,2017,67000,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,30000,4+1,,نقدا فقط,صفر,,1
دايو نوبيرا,2002,17000,ذهبي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,200000,4+1,,نقدا فقط,1,,
هونداي اكسنت,2012,55000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,120000,,,إمكانية التقسيط,يد ثالثه,,1
فورد فوكس,2009,36000,أزرق,بنزين,تأجير,فلسطينية,اوتوماتيك,الكتروني,1600,170000,4+1,,نقدا فقط,1,,
